title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
Private office space tailored to your business’ unique needs,4310,2024-02-22T00:41:36.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/private-office-space-tailored-to-your-business-unique-needs/1523134552,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Professional office space in Founders Square,925,2024-02-22T00:41:36.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/professional-office-space-in-founders-square/1523134554,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Office Space for Rent,123,2024-02-21T21:21:29.000Z,"Spring Garden Rd, Halifax, NS, B3H1Y6",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/office-space-for-rent/1686037320,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Newly Renovated 1 Bedroom Apartment - March 1st,1695,2024-02-21T15:25:34.000Z,"3315 Westerwald Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-1-bedroom-apartment-march-1st/1668053067,Kijiji User,Owner,0,1 Year,Limited,01-Mar-24,700,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No
Room for rent,1000,2024-02-21T15:20:36.000Z,"Halifax, NS, B3T 1X6",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent/1677424825,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2BED/2Bath flat @ DAL w/ EVERYTHING INCLUDED,2500,2024-02-21T12:49:56.000Z,"Halifax, NS B3H 3H3",Duplex/Triplex,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2bed-2bath-flat-dal-w-everything-included/1685990468,Kijiji User,Owner,0,1 Year,No,01-Mar-24,"1,500",Yes,No,Outdoors only,,,,,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
"3-Bedroom Summer Sublet (May-Aug 2024) 1836 Robie St, Halifax",3000,2024-02-21T02:10:51.000Z,"Robie Street, Halifax, NS",,3,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/3-bedroom-summer-sublet-may-aug-2024-1836-robie-st-halifax/1685971368,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Looking for a 1-2 bedroom apartment for May 1,,2024-02-21T01:17:32.000Z,"6299 South St, Halifax, NS B3H 4J1",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-a-1-2-bedroom-apartment-for-may-1/1685967967,Kijiji User,Owner,1,1 Year,No,01-May-24,500,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Commercial Space on Spring Garden Road un Halifax,27,2024-02-21T00:20:08.000Z,"5954 Spring Garden Road, Halifax, NS, B3H 1Y7",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-on-spring-garden-road-un-halifax/1667208886,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Halifax Apartments – MacKeen Towers - 1 Bdrm available at 2001 B,1950,2024-02-21T00:19:24.000Z,"2001 Brunswick Street, Halifax, NS, B3J 3L8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/halifax-apartments-mackeen-towers-1-bdrm-available-at-2001-b/1675568476,Kijiji User,Professional,0,Month-to-month,Yes,,741,No,No,No,,,,,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Commercial Office Space for Rent Oxford Street West End Halifax,700,2024-02-21T00:14:32.000Z,"Oxford Street, Halifax, NS",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-office-space-for-rent-oxford-street-west-end-halifax/1685963599,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Bedroom for rent ,1125,2024-02-20T20:41:48.000Z,"Seymour St, Halifax, NS B3H 3M5",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/bedroom-for-rent/1685946338,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Looking for 2-3 bedroom ,2200,2024-02-20T20:40:15.000Z,"3367 Federal Ave, Halifax, B3L 3X5",Apartment,2 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-2-3-bedroom/1685946212,Kijiji User,Owner,0,1 Year,No,01-Apr-24,900,No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cottage in North End,1150,2024-02-20T19:25:08.000Z,"Halifax, NS B3K 1N4",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/cottage-in-north-end/1669781726,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Private Room - Summer months,880,2024-02-20T17:26:29.000Z,"Chebucto Rd, Halifax, NS B3L 1K5",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-summer-months/1685928513,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom in a 2 bedroom unit,814,2024-02-20T15:32:03.000Z,"Halifax, NS B3L 1T8",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-bedroom-in-a-2-bedroom-unit/1685917986,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1br - All Inclusive,,2024-02-20T14:35:23.000Z,"6228 Duncan St, Halifax, NS B3L 1K3",,,,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1br-all-inclusive/1685912917,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Private room for rent in a 3 bed apartment.,1200,2024-02-20T14:16:42.000Z,"Spring Garden Rd, Halifax, NS B3H 1Y5",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-in-a-3-bed-apartment/1685911289,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bedroom Unit-South Park St.,2995,2024-02-20T14:10:20.000Z,"1581 South Park Street, Halifax, NS",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-unit-south-park-st/1685910597,Kijiji User,Professional,0,1 Year,Yes,15-Mar-24,820,No,Yes,No,,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"Spacious One Bedroom Basement Apartments, Available Now!",,2024-02-20T08:34:00.000Z,"Halifax, NS B3K",Basement,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-one-bedroom-basement-apartments-available-now/1685895801,Kijiji User,Owner,1,1 Year,No,20-Feb-24,"1,500",Yes,No,No,,,,,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No
One bedroom available in a two bedroom apartment,900,2024-02-20T03:32:09.000Z,"3693 Windsor Street, Halifax, NS",,2,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/one-bedroom-available-in-a-two-bedroom-apartment/1680948841,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
For May 1st !!,,2024-02-20T02:40:43.000Z,"90 Alderney Dr, Dartmouth, B2Y 4S8, B0J3A0",House,3 + Den,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/for-may-1st/1685879568,Kijiji User,Owner,2,1 Year,Yes,01-May-24,"2,000",No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
All-inclusive access to coworking space in Purdy's Wharf,273,2024-02-20T00:29:08.000Z,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/all-inclusive-access-to-coworking-space-in-purdys-wharf/1522784409,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Virtual office in Founders Square,215,2024-02-20T00:29:08.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/virtual-office-in-founders-square/1522784627,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Newly renovated Penthouse for Rent in South End!,3695,2024-02-20T00:28:38.000Z,"1030 South Park Street, Halifax, NS, B3J 2K9",Apartment,2 + Den,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-penthouse-for-rent-in-south-end/1678163005,Kijiji User,Professional,0,1 Year,Limited,21-Nov-23,"1,060",No,No,No,,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes
19 Twenty Apartments - 2 Bdrm available at 1920 Brunswick Street,2725,2024-02-20T00:28:37.000Z,"1920 Brunswick Street, Halifax, NS, B3J 0C5",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/19-twenty-apartments-2-bdrm-available-at-1920-brunswick-street/1672729970,Kijiji User,Professional,0,1 Year,Yes,01-Jul-24,890,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
3 bedroom apartment sublet ,950,2024-02-20T00:16:07.000Z,"1412 Seymour St, Halifax, NS B3H 3M5",,3,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/3-bedroom-apartment-sublet/1685867648,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 bedroom for sublet (May 1 - August 31),895,2024-02-19T23:11:32.000Z,"Jennings St, Halifax, NS B3H 2C4",Apartment,1,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-for-sublet-may-1-august-31/1685861287,Kijiji User,Owner,0,Month-to-month,No,01-May-24,1,Yes,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4 Bedroom Fully Furnished Sublet May 1 - August 31,1000,2024-02-19T21:33:48.000Z,"1413 Henry St, Halifax, B3H 3J7",,4,2,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/4-bedroom-fully-furnished-sublet-may-1-august-31/1685849990,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Room for Rent-Herring Cove-Avail. immediately,850,2024-02-19T20:03:14.000Z,"Halifax, NS B3R 1Z1",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-herring-cove-avail-immediately/1685838318,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Sublet room for May-August,1000,2024-02-19T19:51:48.000Z,"Halifax, NS B3H 3S8",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/sublet-room-for-may-august/1685836723,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Seeking roommate in Clayton Park, rent $440",440,2024-02-19T17:23:07.000Z,"Halifax, NS B3S 1N7",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/seeking-roommate-in-clayton-park-rent-440/1685816433,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Short term stay available at Clayton Park for females or couples,450,2024-02-19T16:48:43.000Z,"90 Chipstone Close, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/short-term-stay-available-at-clayton-park-for-females-or-couples/1685811565,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Summer sublet,925,2024-02-19T14:34:03.000Z,"Hollis Street, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/summer-sublet/1685793558,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxury Townhouse for Rent - 3 Beds 2.5 Baths,4000,2024-02-19T14:08:07.000Z,"Halifax, NS B3K 3R6",Townhouse,3 + Den,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/luxury-townhouse-for-rent-3-beds-2-5-baths/1685790283,Kijiji User,Professional,2,1 Year,Limited,01-May-24,"2,100",No,Yes,Outdoors only,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
A Private Room in a Two Bedroom Apartment  is Available for Rent,,2024-02-19T11:42:56.000Z,"Herring Cove Road, Halifax, NS",,2,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/a-private-room-in-a-two-bedroom-apartment-is-available-for-rent/1685779557,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"21-099  FABULOUS CONDO ON DRESDEN ROW, DOWNTOWN HALIFAX",2950,2024-02-19T00:28:14.000Z,"Dresden Row, Halifax, NS, B3J 2K2",,1 + Den,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/21-099-fabulous-condo-on-dresden-row-downtown-halifax/1672687823,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Book a reserved coworking spot or hot desk in Founders Square,320,2024-02-19T00:28:08.000Z,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/book-a-reserved-coworking-spot-or-hot-desk-in-founders-square/1522546855,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"3 bed + rec room, 1.5 bath, Exec Townhouse in Clayton Park",3100,2024-02-18T17:47:37.000Z,"Willett Street, Halifax, NS",Townhouse,3 + Den,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bed-rec-room-1-5-bath-exec-townhouse-in-clayton-park/1685704127,Kijiji User,Owner,1,1 Year,No,01-Mar-24,"1,696",No,No,No,,,,,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
1 Bed 1 Bath Apartment Sublet- South End Halifax,1125,2024-02-18T17:31:22.000Z,"Halifax, NS B3H 2N3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-1-bath-apartment-sublet-south-end-halifax/1685702234,Kijiji User,Owner,0,Month-to-month,No,01-May-24,600,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Rental properties,,2024-02-18T14:51:43.000Z,"Halifax, NS B3R 1B4",Apartment,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rental-properties/1685682937,Kijiji User,Owner,2,1 Year,Limited,01-Mar-24,900,No,Yes,No,,,,,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
"2 adults looking for an apartment in Medicine Hat, Alberta",,2024-02-18T13:46:57.000Z,"Halifax, NS B3L 4P3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-adults-looking-for-an-apartment-in-medicine-hat-alberta/1685677139,Kijiji User,Owner,0,1 Year,Yes,21-Feb-24,100,No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Room available for rent,420,2024-02-18T13:39:26.000Z,"6455 Quinpool Rd, Halifax, B3L 1B1",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-available-for-rent/1685676552,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Office Space for Lease, Sackville NS",,2024-02-18T12:52:22.000Z,"Lower Sackville, NS B4C 2N1",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/office-space-for-lease-sackville-ns/1685673876,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
HAL - Furnished 3 BR in Downtown Halifax Wifi/Utilities Included,4200,2024-02-18T00:34:36.000Z,"Clyde Street, Halifax, Halifax, NS, B3J 2K1",,3,2.5,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/hal-furnished-3-br-in-downtown-halifax-wifi-utilities-included/1641098856,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"137,145,and 149 Walker Avenue- 1-3 BEDROOM APARTMENTS AVAILABLE",1250,2024-02-18T00:34:09.000Z,"137, 145, and 149 Walker Avenue, Lower Sackville, NS, B4C 4C2",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/137-145-and-149-walker-avenue-1-3-bedroom-apartments-available/1678020120,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Outdoors only,,,,,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
Work in Purdy's Wharf or anywhere else in our global network,149,2024-02-18T00:34:04.000Z,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/work-in-purdys-wharf-or-anywhere-else-in-our-global-network/1520465561,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Find office space in Purdy's Wharf for 4 persons with everything,1378,2024-02-18T00:34:04.000Z,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/find-office-space-in-purdys-wharf-for-4-persons-with-everything/1520465560,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
All-inclusive access to professional office space for 5 persons,1793,2024-02-18T00:33:57.000Z,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/all-inclusive-access-to-professional-office-space-for-5-persons/1520256859,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Parking on Barrington Street in Halifax,173,2024-02-18T00:32:54.000Z,"1333 Barrington Street, Halifax, NS, B3J 1Y9",,,,https://www.kijiji.ca/v-storage-parking/city-of-halifax/parking-on-barrington-street-in-halifax/1653493259,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Parking on Barrington Street in Halifax,173,2024-02-18T00:32:53.000Z,"1274 Barrington Street, Halifax, NS, B3J 1Y5",,,,https://www.kijiji.ca/v-storage-parking/city-of-halifax/parking-on-barrington-street-in-halifax/1653493255,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
All-inclusive access to coworking space in Purdy's Wharf,279,2024-02-18T00:32:08.000Z,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/all-inclusive-access-to-coworking-space-in-purdys-wharf/1520807558,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Move into ready-to-use open plan office space for 10 persons,3862,2024-02-18T00:32:02.000Z,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/move-into-ready-to-use-open-plan-office-space-for-10-persons/1520624260,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BRAND NEW 1Bedroom Furnished in Halifax wifi/utilities incl,3000,2024-02-18T00:31:39.000Z,"Clyde Street, Halifax, Halifax, NS, B3J 2K1",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/brand-new-1bedroom-furnished-in-halifax-wifi-utilities-incl/1613968294,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bedroom WiFi Included The Margaretta Brand New Units!!!!!,3600,2024-02-18T00:31:39.000Z,"Clyde Street, Halifax, Halifax, NS, B3J 2K1",,2,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/2-bedroom-wifi-included-the-margaretta-brand-new-units/1613968301,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Professional office space in Purdy's Wharf,943,2024-02-18T00:31:09.000Z,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/professional-office-space-in-purdys-wharf/1520408688,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxury 1Bedroom at The Roy Wifi and Utilities Included!!!!,3900,2024-02-18T00:29:26.000Z,"1650 Granville Street, Halifax, NS, B3J 1X1",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/luxury-1bedroom-at-the-roy-wifi-and-utilities-included/1602450347,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Commercial Office Space Available on Hollis Street in Halifax,,2024-02-18T00:27:22.000Z,"1310 Hollis St, Halifax, NS, B3J 1A9",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-office-space-available-on-hollis-street-in-halifax/1647637395,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
HALIFAX - 2  Bedroom Fully Furnished Suites For Rent,3750,2024-02-18T00:26:49.000Z,"50 Bedford Hwy, Halifax, NS, B3M 2J2",,2,2,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/halifax-2-bedroom-fully-furnished-suites-for-rent/1637349456,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Commercial Space on Spring Garden Road in Halifax,,2024-02-18T00:23:09.000Z,"5982 Spring Garden Road, Halifax, NS, B3H 1Y7",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-on-spring-garden-road-in-halifax/1675279051,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BUILDINGS FOR RENT/LEASE,,2024-02-17T17:48:54.000Z,"Highway 224, Shubenacadie, NS",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/buildings-for-rent-lease/1685600132,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 bed 2 bath Apartment ,2945,2024-02-17T16:22:22.000Z,"5548 Kaye St, Halifax, NS B3K 1Y5",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-2-bath-apartment/1685589447,Kijiji User,Owner,1,1 Year,Yes,01-Apr-24,500,No,Yes,Outdoors only,,,,,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes
Top Floor Executive One Bedroom Condo with a View For Rent,2350,2024-02-17T13:36:22.000Z,"Halifax, NS B3M 4C5",Condo,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/top-floor-executive-one-bedroom-condo-with-a-view-for-rent/1685571316,Kijiji User,Owner,1,1 Year,No,15-Feb-24,600,Yes,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No
Downtown condo full furnished all utility inc.,,2024-02-17T13:27:49.000Z,"Duke Street, Halifax, NS",Condo,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-condo-full-furnished-all-utility-inc/1685570773,Kijiji User,Owner,0,1 Year,Yes,01-Apr-24,555,Yes,No,No,,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
Top Floor Executive Condo with a View,2750,2024-02-17T13:07:28.000Z,"Halifax, NS B3M 4C5",Condo,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/top-floor-executive-condo-with-a-view/1660669434,Kijiji User,Owner,2,Month-to-month,No,16-Sep-23,550,Yes,No,No,,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No
