,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
862,Find office space in Purdy's Wharf for 4 persons with everything,13780.0,2024-02-18 00:34:04+00:00,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/find-office-space-in-purdys-wharf-for-4-persons-with-everything/1520465560,Professional,0.0,1 Year,Limited,2024-03-04 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
863,All-inclusive access to professional office space for 5 persons,17930.0,2024-02-18 00:33:57+00:00,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/all-inclusive-access-to-professional-office-space-for-5-persons/1520256859,Professional,0.0,1 Year,Limited,2024-03-06 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
864,Parking on Barrington Street in Halifax,1730.0,2024-02-18 00:32:54+00:00,"1333 Barrington Street, Halifax, NS, B3J 1Y9",Apartment,1.0,1.0,https://www.kijiji.ca/v-storage-parking/city-of-halifax/parking-on-barrington-street-in-halifax/1653493259,Professional,0.0,1 Year,Limited,2024-03-08 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
865,Parking on Barrington Street in Halifax,1730.0,2024-02-18 00:32:53+00:00,"1274 Barrington Street, Halifax, NS, B3J 1Y5",Apartment,1.0,1.0,https://www.kijiji.ca/v-storage-parking/city-of-halifax/parking-on-barrington-street-in-halifax/1653493255,Professional,0.0,1 Year,Limited,2024-03-10 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
866,All-inclusive access to coworking space in Purdy's Wharf,2790.0,2024-02-18 00:32:08+00:00,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/all-inclusive-access-to-coworking-space-in-purdys-wharf/1520807558,Professional,0.0,1 Year,Limited,2024-03-12 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
867,Move into ready-to-use open plan office space for 10 persons,38620.0,2024-02-18 00:32:02+00:00,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/move-into-ready-to-use-open-plan-office-space-for-10-persons/1520624260,Professional,0.0,1 Year,Limited,2024-03-14 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
868,BRAND NEW 1Bedroom Furnished in Halifax wifi/utilities incl,30000.0,2024-02-18 00:31:39+00:00,"Clyde Street, Halifax, Halifax, NS, B3J 2K1",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/brand-new-1bedroom-furnished-in-halifax-wifi-utilities-incl/1613968294,Professional,0.0,1 Year,Limited,2024-03-16 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
869,2 Bedroom WiFi Included The Margaretta Brand New Units!!!!!,36000.0,2024-02-18 00:31:39+00:00,"Clyde Street, Halifax, Halifax, NS, B3J 2K1",Apartment,2.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/2-bedroom-wifi-included-the-margaretta-brand-new-units/1613968301,Professional,0.0,1 Year,Limited,2024-03-18 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
870,Professional office space in Purdy's Wharf,9430.0,2024-02-18 00:31:09+00:00,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/professional-office-space-in-purdys-wharf/1520408688,Professional,0.0,1 Year,Limited,2024-03-20 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
871,Luxury 1Bedroom at The Roy Wifi and Utilities Included!!!!,39000.0,2024-02-18 00:29:26+00:00,"1650 Granville Street, Halifax, NS, B3J 1X1",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/luxury-1bedroom-at-the-roy-wifi-and-utilities-included/1602450347,Professional,0.0,1 Year,Limited,2024-03-22 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
872,Commercial Office Space Available on Hollis Street in Halifax,10000.0,2024-02-18 00:27:22+00:00,"1310 Hollis St, Halifax, NS, B3J 1A9",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-office-space-available-on-hollis-street-in-halifax/1647637395,Professional,0.0,1 Year,Limited,2024-03-24 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
873,HALIFAX - 2  Bedroom Fully Furnished Suites For Rent,37500.0,2024-02-18 00:26:49+00:00,"50 Bedford Hwy, Halifax, NS, B3M 2J2",Apartment,2.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/halifax-2-bedroom-fully-furnished-suites-for-rent/1637349456,Professional,0.0,1 Year,Limited,2024-03-26 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
874,Commercial Space on Spring Garden Road in Halifax,10000.0,2024-02-18 00:23:09+00:00,"5982 Spring Garden Road, Halifax, NS, B3H 1Y7",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-on-spring-garden-road-in-halifax/1675279051,Professional,0.0,1 Year,Limited,2024-03-28 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
875,BUILDINGS FOR RENT/LEASE,10000.0,2024-02-17 17:48:54+00:00,"Highway 224, Shubenacadie, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/buildings-for-rent-lease/1685600132,Owner,0.0,1 Year,Limited,2024-03-30 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
876,2 bed 2 bath Apartment ,29450.0,2024-02-17 16:22:22+00:00,"5548 Kaye St, Halifax, NS B3K 1Y5",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-2-bath-apartment/1685589447,Owner,1.0,1 Year,Yes,2024-04-01 00:00:00.000000000,500.0,False,True,outdoors only,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True
877,Top Floor Executive One Bedroom Condo with a View For Rent,23500.0,2024-02-17 13:36:22+00:00,"Halifax, NS B3M 4C5",Condo,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/top-floor-executive-one-bedroom-condo-with-a-view-for-rent/1685571316,Owner,1.0,1 Year,No,2024-02-15 00:00:00.000000000,600.0,True,True,outdoors only,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False
878,Downtown condo full furnished all utility inc.,10000.0,2024-02-17 13:27:49+00:00,"Duke Street, Halifax, NS",Condo,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-condo-full-furnished-all-utility-inc/1685570773,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00.000000000,555.0,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False
879,Top Floor Executive Condo with a View,27500.0,2024-02-17 13:07:28+00:00,"Halifax, NS B3M 4C5",Condo,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/top-floor-executive-condo-with-a-view/1660669434,Owner,2.0,Month-to-month,No,2023-09-16 00:00:00.000000000,550.0,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,False
880,2 BEDROOM NON SMOKING APARTMENT PET FRIENDLY,17950.0,2024-02-17 10:05:57+00:00,"Halifax, NS B3R 1R3",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-non-smoking-apartment-pet-friendly/1685561799,Owner,1.0,1 Year,Limited,2024-04-01 00:00:00.000000000,850.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
881,Classroom/Event Space For Rent,10000.0,2024-02-16 18:52:37+00:00,"Bedford Highway, Bedford, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/classroom-event-space-for-rent/1685496375,Owner,0.0,1 Year,Limited,2024-03-29 04:21:49.090909184,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
882,Summer Sublet -  Master Bedroom of newly built condo.,10000.0,2024-02-16 18:40:48+00:00,"Coburg Road, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/summer-sublet-master-bedroom-of-newly-built-condo/1685495103,Owner,0.0,1 Year,Limited,2024-03-26 08:43:38.181818112,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
883,Large Classroom For Rent,10000.0,2024-02-16 18:38:04+00:00,"1306 Bedford Highway, Bedford, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/large-classroom-for-rent/1685494828,Owner,0.0,1 Year,Limited,2024-03-23 13:05:27.272727296,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
884,Office/Clinic with 4 Rooms for Rent,9000.0,2024-02-16 18:33:40+00:00,"1306 Bedford Highway, Bedford, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/office-clinic-with-4-rooms-for-rent/1685494380,Owner,0.0,1 Year,Limited,2024-03-20 17:27:16.363636480,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
885,Quinpool Large Bedroom for Rent,10000.0,2024-02-16 15:01:34+00:00,"Quinpool Road, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/quinpool-large-bedroom-for-rent/1685471062,Private seller,0.0,1 Year,Limited,2024-03-17 21:49:05.454545408,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
886,Sublet 1 room in a 5 bedroom flat. Halifax NS Dalhousie campus,9500.0,2024-02-16 00:20:17+00:00,"Seymour Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/sublet-1-room-in-a-5-bedroom-flat-halifax-ns-dalhousie-campus/1685423940,Private seller,0.0,1 Year,Limited,2024-03-15 02:10:54.545454592,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
887,Room available Mid march $700 per month in North End,7000.0,2024-02-15 23:39:05+00:00,"Halifax, NS B3K 3V7",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-available-mid-march-700-per-month-in-north-end/1685420799,Private seller,0.0,1 Year,Limited,2024-03-12 06:32:43.636363520,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
888,4 bed 2 bath,40000.0,2024-02-15 22:09:24+00:00,"Poplar St, Halifax, B3L 2Y7",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/4-bed-2-bath/1685413340,Private seller,0.0,1 Year,Limited,2024-03-09 10:54:32.727272704,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
889,5 Bedroom furnished sublet,8990.0,2024-02-15 20:36:03+00:00,"1676 Larch St, Halifax, NS B3H 3X1",Apartment,5.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/5-bedroom-furnished-sublet/1685404237,Owner,0.0,1 Year,Limited,2024-03-06 15:16:21.818181888,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
890,"2 bed ultra modern apt,utilities included, hydrostone halifax ",28000.0,2024-02-15 20:02:17+00:00,"Union St, Halifax, NS B3K",Apartment,2.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/2-bed-ultra-modern-apt-utilities-included-hydrostone-halifax/1678680406,Owner,0.0,1 Year,Limited,2024-03-03 19:38:10.909090816,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
891,For rent,18750.0,2024-02-15 17:38:31+00:00,"3150 Barrington St, Halifax, NS B3K 0C6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/for-rent/1685387325,Owner,0.0,1 Year,Limited,2024-03-01 00:00:00.000000000,741.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
892,"One room for rent, Halifax, furnished, Student",8000.0,2024-02-15 17:27:31+00:00,"Halifax, NS B3K 5K3",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/one-room-for-rent-halifax-furnished-student/1685386328,Private seller,0.0,1 Year,Limited,2024-03-16 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
893,"April 1st-September1 st , Studio Downtown Halifax",17500.0,2024-02-15 17:25:50+00:00,"Tobin Street, Halifax, NS",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/april-1st-september1-st-studio-downtown-halifax/1685386165,Owner,1.0,1 Year,No,2024-04-01 00:00:00.000000000,450.0,False,False,outdoors only,True,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True
894,PRIVATE ROOM/BATHROOM available in Larry Uteck,10000.0,2024-02-15 14:37:32+00:00,"Halifax, NS B3L 2M4",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-bathroom-available-in-larry-uteck/1685369578,Private seller,0.0,1 Year,Limited,2024-04-23 18:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
895,Roommate Needed!!!,10070.0,2024-02-15 04:37:12+00:00,"1675 Oxford St, Halifax, NS B3H 3Z5",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/roommate-needed/1685341145,Private seller,0.0,1 Year,Limited,2024-05-16 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
896,1590 Walnut St. 1 Basement Room For Rent,10000.0,2024-02-15 04:37:12+00:00,"1590 Walnut Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1590-walnut-st-1-basement-room-for-rent/1685309382,Private seller,0.0,1 Year,Limited,2024-06-08 06:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
897,APARTMENT FOR SUBLET,12000.0,2024-02-15 04:37:12+00:00,"5651 Ogilvie St, Halifax, B3H 1B9",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-sublet/1685290204,Owner,0.0,1 Year,Yes,2024-07-01 00:00:00.000000000,672.0,True,False,outdoors only,True,False,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False
898,1 bedroom 1 bath apartment for rent,17280.0,2024-02-15 04:37:12+00:00,"Supreme Court, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-1-bath-apartment-for-rent/1685269864,Owner,1.0,Month-to-month,No,2024-03-01 00:00:00.000000000,680.0,False,True,outdoors only,True,False,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True
899,Seaside Executive Home,30000.0,2024-02-15 04:37:12+00:00,"Peggys Cove Road, Indian Harbour, NS",House,3.0,3.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/seaside-executive-home/1685259726,Owner,2.0,1 Year,Limited,2024-02-17 00:00:00.000000000,1600.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
