title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
19 Twenty Apartments - 1 Bdrm available at 1920 Brunswick Street,2200.,2024-03-01T21:06:00.000Z,"1920 Brunswick Street, Halifax, NS, B3J 0C5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/19-twenty-apartments-1-bdrm-available-at-1920-brunswick-street/1687001290,Kijiji User,Professional,0,1 Year,Yes,"August 1, 2024",700,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1 bed 1 bath in 2 bed 2 bath,1300.,2024-03-01T20:13:42.000Z,"6433 Young St, Halifax, NS B3L 2A4",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-1-bath-in-2-bed-2-bath/1686994880,Kijiji User,Owner,0,Month-to-month,Yes,"March 3, 2024","1,000",No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom Apartment for Rent (May-Aug),918.,2024-03-01T04:12:22.000Z,"Halifax, NS B3K",Duplex/Triplex,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment-for-rent-may-aug/1686910351,Kijiji User,Owner,0,Month-to-month,No,"May 1, 2024",500,Yes,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
"Stonecrest Village - 1 Bdrm - 79,81 Radcliffe Drive & 80,85,90, ",1895.,2024-03-01T00:09:24.000Z,"81 Radcliffe Drive, Halifax, NS, B3M 4L4",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stonecrest-village-1-bdrm-79-81-radcliffe-drive-80-85-90/1681441698,Kijiji User,Professional,0,1 Year,Yes,,780,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
"Ocean Brook Apartments - 2 Bdrm available at 40 Charlotte Lane, ",2385.,2024-03-01T00:09:24.000Z,"40 Charlotte Lane, Halifax, NS, B3M 4M2",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ocean-brook-apartments-2-bdrm-available-at-40-charlotte-lane/1681441733,Kijiji User,Professional,0,1 Year,Yes,,"1,470",No,No,No,,,,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
"Spring Garden - 2 Bdrm available at 5770 Spring Garden Road, Hal",2655.,2024-03-01T00:09:24.000Z,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spring-garden-2-bdrm-available-at-5770-spring-garden-road-hal/1681441715,Kijiji User,Professional,0,1 Year,Yes,,"1,005",No,No,No,,,,,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
"Ocean Brook Apartments - 1 Bdrm available at 40 Charlotte Lane, ",1985.,2024-03-01T00:09:23.000Z,"40 Charlotte Lane, Halifax, NS, B3M 4M2",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ocean-brook-apartments-1-bdrm-available-at-40-charlotte-lane/1681441587,Kijiji User,Professional,0,1 Year,Yes,,900,No,No,No,,,,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
2 Bed 2 Bath Condo with Parking,2500.,2024-02-29T16:59:26.000Z,"Quingate Pl, Halifax, NS B3L 4S1",Condo,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-2-bath-condo-with-parking/1686844401,Kijiji User,Professional,1,1 Year,Limited,"June 1, 2024","1,050",No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Cozy 3-BR House with Garage - Beechville, Sheppards Ru",2900.,2024-02-29T16:22:44.000Z,"Beechville, NS B3T 2G7",House,3,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cozy-3-br-house-with-garage-beechville-sheppards-ru/1686840252,Kijiji User,Owner,3+,1 Year,Limited,"April 1, 2024","3,200",Yes,No,No,,,,,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No
2BR 2Bath Luxury Ocean View Condo,3000.,2024-02-29T07:05:43.000Z,"Granville St, Halifax, NS B3J 1X1",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2br-2bath-luxury-ocean-view-condo/1686805190,Kijiji User,Owner,0,1 Year,No,"March 1, 2024",743,No,Yes,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Small room to rent in beautiful basement apartment,700.,2024-03-23T15:15:24.000Z,"Oshawa, ON L1H 7Y1",,,,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/now-showing-beautiful-2-bedroom-den-farview/1687002562,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2-Bedroom Basement Apartment for rent (Halifax Armdale),1900.,2024-03-22T12:58:29.000Z,"Halifax, NS B3N",Basement,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-basement-apartment-for-rent-halifax-armdale/1688913129,Kijiji User,Owner,1,1 Year,No,"April 1, 2024",550,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No
1 Bedroom Apt - Avail June 1st in  Popular North End Halifax,1695.,2024-03-21T13:57:13.000Z,"3210 Agricola Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apt-avail-june-1st-in-popular-north-end-halifax/1688832358,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024",700,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
LARGE 2 BEDROOM AVAILABLE,,2024-03-26T01:52:35.000Z,"30 Ridgevalley Road, Halifax, NS, B3P 2J8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-2-bedroom-available/1688104521,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM ON PUBLIC GARDENS,,2024-03-26T21:01:54.000Z,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-on-public-gardens/1678071862,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
OPEN HOUSE SATURDAY 10-4 1 BEDROOM,,2024-03-26T01:52:45.000Z,"5415 Victoria Road, Halifax, NS, B3H 4K5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom/1673351063,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
"The Macdonald - 1 Bdrm available at 5885 Cunard Street, Halifax ",2050.,2024-02-29T00:09:16.000Z,"5885 Cunard Street, Halifax, NS, B3K 1E3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-macdonald-1-bdrm-available-at-5885-cunard-street-halifax/1679027552,Kijiji User,Professional,0,1 Year,Yes,,760,No,No,No,,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
"Cunard Apartments - 1 Bdrm available at 2065 Brunswick Street, H",1950.,2024-02-29T00:08:40.000Z,"2065 Brunswick Street, Halifax, NS, B3K 5T8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cunard-apartments-1-bdrm-available-at-2065-brunswick-street-h/1678985008,Kijiji User,Professional,0,1 Year,Yes,,572,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
Downtown Halifax Fully Furnished Two Bedroom Heritage Rental,,2024-02-28T22:09:27.000Z,"Morris Street, Halifax, NS",Duplex/Triplex,2 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-halifax-fully-furnished-two-bedroom-heritage-rental/1665957639,Kijiji User,Owner,1,Month-to-month,Limited,"July 1, 2024","1,100",Yes,Yes,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
"One bedroom one living room for rental in Halifax, Downtown",1850.,2024-02-28T17:38:44.000Z,"Halifax, NS B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-one-living-room-for-rental-in-halifax-downtown/1686738773,Kijiji User,Owner,0,1 Year,Yes,"March 31, 2024",50,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
1 BEDROOM 1 BATHROOM FAIRVIEW APARTMENT EVERYTHING INCLUDED,1875.,2024-02-28T11:10:16.000Z,"Halifax, NS B3M",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-1-bathroom-fairview-apartment-everything-included/1671849440,Kijiji User,Owner,1,1 Year,No,"March 1, 2024",900,No,No,No,,,,,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
"The Macdonald - 2 Bdrm available at 5885 Cunard Street, Halifax ",2495.,2024-02-28T00:08:46.000Z,"5885 Cunard Street, Halifax, NS, B3K 1E3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-macdonald-2-bdrm-available-at-5885-cunard-street-halifax/1670698633,Kijiji User,Professional,0,1 Year,Yes,,961,No,No,No,,,,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
"Stonecrest Village - 2 Bdrm - 79,81 Radcliffe Drive & 80,85,90, ",2360.,2024-02-28T00:08:15.000Z,"81 Radcliffe Drive, Halifax, NS, B3M 4L4",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stonecrest-village-2-bdrm-79-81-radcliffe-drive-80-85-90/1670650374,Kijiji User,Professional,0,1 Year,Yes,,"1,350",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
Bachelor Apartment ,1650.,2024-02-27T20:30:23.000Z,"Cedar St, Halifax, NS B3H",Basement,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bachelor-apartment/1686645919,Kijiji User,Owner,0,1 Year,Limited,"April 1, 2024",600,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South End 1-Bedroom Apartment Available May 1,2050.,2024-02-27T19:15:38.000Z,"Tobin Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-1-bedroom-apartment-available-may-1/1686638335,Kijiji User,Owner,0,Month-to-month,No,"May 1, 2024",550,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
Seeking Roommate to co-sign for 2bed 2bath,,2024-02-27T02:04:05.000Z,B3P 0H3,Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/seeking-roommate-to-co-sign-for-2bed-2bath/1686566137,Kijiji User,Owner,1,1 Year,No,"April 1, 2024","1,200",No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"The Welsford Apartments - 1 Bdrm available at 2074 Robie Street,",1985.,2024-02-27T00:08:10.000Z,"2074 Robie Street, Halifax, NS, B3K 5L3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-welsford-apartments-1-bdrm-available-at-2074-robie-street/1673397498,Kijiji User,Professional,0,1 Year,Yes,,881,No,No,No,,,,,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
Bright Large 2BR Near Bayers Lake- Small Dog Friendly,2150.,2024-02-27T00:08:07.000Z,"109 Greenpark Close, Halifax, NS, B3S 1R6",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-large-2br-near-bayers-lake-small-dog-friendly/1678803030,Kijiji User,Professional,0,1 Year,Limited,"May 1, 2024",Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
"Empress Gardens - 2 Bedroom, 2 Bathroom, Den Apartment for Rent",2345.,2024-02-27T00:08:06.000Z,"461 Larry Uteck, Halifax, NS, B3M 0H3",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/empress-gardens-2-bedroom-2-bathroom-den-apartment-for-rent/1678802964,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes
HAMMONDS PLAINS Equestrian Lane 2 Bedroom unit for May,1950.,2024-02-26T21:36:04.000Z,"11 Equestrian Lane, Upper Hammonds Plains, NS, B4B 1P2",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/hammonds-plains-equestrian-lane-2-bedroom-unit-for-may/1686539014,Kijiji User,Professional,2,1 Year,Yes,,Not Available,No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
FULLY RENOVATED,1600.,2024-02-26T20:20:45.000Z,"18 Penny Avenue, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fully-renovated/1686532755,Kijiji User,Owner,1,1 Year,No,"March 1, 2024",600,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
1 bedroom apartment dog friendly in Clayton park,1850.,2024-02-26T18:41:45.000Z,"179 Lacewood Dr, Halifax, NS B3M 2N9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment-dog-friendly-in-clayton-park/1686521874,Kijiji User,Owner,1,1 Year,Yes,"March 28, 2024",750,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
"Fully-Furnished, Self-Contained, 1-Bedroom Unit",1900.,2024-02-26T02:43:31.000Z,"Brook Street, Halifax, NS",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fully-furnished-self-contained-1-bedroom-unit/1686459587,Kijiji User,Owner,1,Month-to-month,Limited,"April 1, 2024",950,Yes,Yes,No,,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
Ready Jan 1st One Bedroom + Den Apartment in Clayton Park,2095.,2024-02-26T00:32:30.000Z,"333 Main Avenue, Halifax, NS, B3S 0B6",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/ready-jan-1st-one-bedroom-den-apartment-in-clayton-park/1667688538,Kijiji User,Professional,0,1 Year,Limited,"January 1, 2024","1,250",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
2 Beds 2 Baths - Apartment in Queen's Marque,3660.,2024-02-25T19:18:58.000Z,"1715 Lower Water Street, Halifax, NS",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-beds-2-baths-apartment-in-queens-marque/1686416702,Kijiji User,Owner,0,1 Year,Yes,"March 1, 2024",989,No,Yes,No,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
House for Rent,3200.,,"Halifax, NS B3M 4H2",Townhouse,3 + Den,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/house-for-rent/1686164392,Kijiji User,Owner,2,1 Year,No,"April 1, 2024","1,800",No,No,Outdoors only,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Three bedroom basement ,800.,,"Halifax, NS, B3M4M9 ",Basement,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/three-bedroom-basement/1686145485,Kijiji User,Owner,0,1 Year,Yes,"March 1, 2024","1,000",No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Fantastic one bedroom in Halifax's North-end- MAY 1ST,1995.,,"5511 Charles St., Halifax, NS, B3K 1K1",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-one-bedroom-in-halifaxs-north-end-may-1st/1686103665,Kijiji User,Professional,0,1 Year,No,"May 1, 2024",Not Available,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No
Lease Takeover: Luxurious 1 Bedroom 1 Bath on Quinpool,2295.,,"Halifax, NS B3L 1A5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-takeover:-luxurious-1-bedroom-1-bath-on-quinpool/1686074425,Kijiji User,Owner,0,1 Year,Limited,"April 1, 2024",848,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
Newly Renovated 1 Bedroom Apartment - March 1st,1695.,,"3315 Westerwald Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-1-bedroom-apartment-march-1st/1668053067,Kijiji User,Owner,0,1 Year,Limited,"March 1, 2024",700,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No
Looking for a 1-2 bedroom apartment for May 1,,,"6299 South St, Halifax, NS B3H 4J1",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-a-1-2-bedroom-apartment-for-may-1/1685967967,Kijiji User,Owner,1,1 Year,No,"May 1, 2024",500,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Looking for 2-3 bedroom ,2200.,,"3367 Federal Ave, Halifax, B3L 3X5",Apartment,2 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-2-3-bedroom/1685946212,Kijiji User,Owner,0,1 Year,No,"April 1, 2024",900,No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1br - All Inclusive,,,"6228 Duncan St, Halifax, NS B3L 1K3",,,,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1br-all-inclusive/1685912917,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Spacious One Bedroom Basement Apartments, Available Now!",,,"Halifax, NS B3K",Basement,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-one-bedroom-basement-apartments-available-now/1685895801,Kijiji User,Owner,1,1 Year,No,"February 20, 2024","1,500",Yes,No,No,,,,,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No
For May 1st !!,,,"90 Alderney Dr, Dartmouth, B2Y 4S8, B0J3A0",House,3 + Den,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/for-may-1st/1685879568,Kijiji User,Owner,2,1 Year,Yes,"May 1, 2024","2,000",No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 bedroom for sublet (May 1 - August 31),895.,,"Jennings St, Halifax, NS B3H 2C4",Apartment,1,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-for-sublet-may-1-august-31/1685861287,Kijiji User,Owner,0,Month-to-month,No,"May 1, 2024",1,Yes,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"3 bed + rec room, 1.5 bath, Exec Townhouse in Clayton Park",3100.,,"Willett Street, Halifax, NS",Townhouse,3 + Den,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bed-rec-room-1-5-bath-exec-townhouse-in-clayton-park/1685704127,Kijiji User,Owner,1,1 Year,No,"March 1, 2024","1,696",No,No,No,,,,,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
1 Bed 1 Bath Apartment Sublet- South End Halifax,1125.,,"Halifax, NS B3H 2N3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-1-bath-apartment-sublet-south-end-halifax/1685702234,Kijiji User,Owner,0,Month-to-month,No,"May 1, 2024",600,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Rental properties,,,"Halifax, NS B3R 1B4",Apartment,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rental-properties/1685682937,Kijiji User,Owner,2,1 Year,Limited,"March 1, 2024",900,No,Yes,No,,,,,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
"2 adults looking for an apartment in Medicine Hat, Alberta",,,"Halifax, NS B3L 4P3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-adults-looking-for-an-apartment-in-medicine-hat-alberta/1685677139,Kijiji User,Owner,0,1 Year,Yes,"February 21, 2024",100,No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 bed 2 bath Apartment ,2945.,,"5548 Kaye St, Halifax, NS B3K 1Y5",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-2-bath-apartment/1685589447,Kijiji User,Owner,1,1 Year,Yes,"April 1, 2024",500,No,Yes,Outdoors only,,,,,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes
Downtown condo full furnished all utility inc.,,,"Duke Street, Halifax, NS",Condo,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-condo-full-furnished-all-utility-inc/1685570773,Kijiji User,Owner,0,1 Year,Yes,"April 1, 2024",555,Yes,No,No,,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
2 BEDROOM NON SMOKING APARTMENT PET FRIENDLY,1795.,,"Halifax, NS B3R 1R3",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-non-smoking-apartment-pet-friendly/1685561799,Kijiji User,Owner,1,1 Year,Limited,"April 1, 2024",850,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
For rent,1875.,,"3150 Barrington St, Halifax, NS B3K 0C6",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/for-rent/1685387325,Kijiji User,Owner,0,1 Year,Limited,"March 1, 2024",741,No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"May 1st-September1 st , Studio Downtown Halifax",1750.,,"Tobin Street, Halifax, NS",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/may-1st-september1-st-studio-downtown-halifax/1685386165,Kijiji User,Owner,1,1 Year,No,"May 1, 2024",450,No,No,Outdoors only,,,,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
APARTMENT FOR SUBLET,1200.,,"5651 Ogilvie St, Halifax, B3H 1B9",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-sublet/1685290204,Kijiji User,Owner,0,1 Year,Yes,"July 1, 2024",672,Yes,No,Outdoors only,,,,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,,2024-03-26T01:52:16.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
2 Bedroom + DEN Penthouse in Halifax for April,4195.,2024-03-25T18:57:23.000Z,"5450 Kaye Street, Halifax, NS, B3K 0G7",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-den-penthouse-in-halifax-for-april/1679579341,Kijiji User,Professional,0,1 Year,No,"April 1, 2024","1,437",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
1 Bedroom Apt - Avail June 1st in  Popular North End Halifax,1695.,2024-03-21T13:57:13.000Z,"3210 Agricola Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apt-avail-june-1st-in-popular-north-end-halifax/1688832358,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024",700,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
4 Bedroom House in Halifax for March,3995.,2024-03-19T19:26:07.000Z,"12 Palmer Hill, Halifax, NS, B3N 1S5",House,3,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-in-halifax-for-march/1684095786,Kijiji User,Professional,0,1 Year,No,"March 1, 2024","4,400",No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
LOVELY 1 BEDROOM AVAILABLE IN CLAYTON PARK,1839.,2024-03-26T21:01:55.000Z,"85 Westgrove, 241 Willett Street, 235 Willett Street, Halifax, NS, B3M 3L7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lovely-1-bedroom-available-in-clayton-park/1688104514,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM ON PUBLIC GARDENS,,2024-03-26T21:01:54.000Z,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-on-public-gardens/1678071862,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Seaside Executive Home,3000.,,"Peggys Cove Road, Indian Harbour, NS",House,3,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/seaside-executive-home/1685259726,Kijiji User,Owner,2,1 Year,Limited,"February 17, 2024","1,600",Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
A bachelor apartment ,1530.,,"5885 Cunard St, Halifax, NS B3K 1E3",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/a-bachelor-apartment/1685216424,Kijiji User,Owner,1,Month-to-month,Limited,"April 1, 2024",1,No,No,Outdoors only,,,,,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
